row_index,split,category,source_conversation_id,source_turn_index,user,assistant
398,train,polite_thanks_closing,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,13,"Çok sağ olun, başka yok.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
399,train,remove_or_change_order,dlg-370990ab-8934-4b44-87dc-92d709a2134b,5,Lütfen tavuk şişi iptal edelim.,Tabii. Tavuk şişi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
400,valid,remove_or_change_order,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,16,limonatayı çıkarır mısın?,Tabii. Limonatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
401,valid,remove_or_change_order,dlg-110874f6-515b-4f86-bd46-74cbc377ea10,8,sütlacı çıkarır mısın?,Tabii. Sütlacı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
402,valid,remove_or_change_order,dlg-295bd91f-d7a7-46ce-b3e3-d82dc4b5f69e,11,"mercimek çorbasını istemiyorum, çıkaralım.",Tabii. Mercimek çorbasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
403,valid,add_more_quantity,dlg-0e52d554-3d0c-4d75-b433-4e75501abbc7,7,2 mercimek çorbası daha.,Tabii. 2 adet mercimek çorbası daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
404,valid,remove_or_change_order,dlg-2f4545bb-5115-4df1-8cfe-4720476bf002,24,"baklavayı istemiyorum, çıkaralım.",Tabii. Baklavayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
405,valid,add_more_quantity,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,8,1 salata daha.,1 adet salata daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
406,valid,add_more_quantity,dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477,8,1 baklava daha.,1 adet baklava daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
407,valid,clear_order_item,dlg-2460eea6-d042-4483-8349-29310bd4b89e,5,İki limonata alabilir miyim?,Tabii. 2 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
408,valid,remove_or_change_order,dlg-2460eea6-d042-4483-8349-29310bd4b89e,18,"limonatayı istemiyorum, çıkaralım.",Tabii. Limonatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
409,valid,clear_order_item,dlg-0354e60a-4747-408a-9d1b-6c981d4d579f,6,1 mercimek çorbası istiyorum.,Tabii. 1 adet mercimek çorbası istediğinizi anladım. Başka bir isteğiniz var mı?
410,valid,add_more_quantity,dlg-326ed3e5-563a-43e5-a9d7-1baf950ff9cd,13,4 baklava daha.,4 adet baklava daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
411,valid,clear_order_item,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,4,1 sütlaç istiyorum.,Tabii. 1 adet sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
412,valid,side_drink_extra_request,dlg-16a8f851-d4c4-47f8-a9e6-daca87aaea73,3,Yemeğin yanına 3 soda alabilir miyim?,3 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
413,valid,side_drink_extra_request,dlg-1711a87d-0169-485f-a606-19b577fbe583,4,Bir de 3 soda olsun.,3 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
414,valid,add_more_quantity,dlg-0eb40d10-eee9-417e-8cfb-0622a890c85b,5,2 ezogelin çorbası daha.,2 adet ezogelin çorbası daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
415,valid,clear_order_item,dlg-082d002c-82b7-4aa7-82fe-e19394fc7ea3,9,2 su istiyorum.,2 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
416,valid,remove_or_change_order,dlg-21106cbc-ea4a-4bf6-97db-a02f1ee33fc9,15,tavuk şişi siparişten çıkarabilir misiniz?,Tabii. Tavuk şişi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
417,valid,add_more_quantity,dlg-0c7b4e1f-eeb6-4036-9d93-3ebbee1d6253,7,2 su daha.,2 adet su daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
418,valid,order_clarification,dlg-07a5eb77-8852-41f7-a885-bf6c2c9404d1,9,Sıcak içecek olarak ne önerirsiniz?,Sıcak içecek tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
419,valid,side_drink_extra_request,dlg-1844d373-b934-45fa-b512-d8bdaaa68d7d,3,Salata yanında olsun.,salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
420,valid,remove_or_change_order,dlg-285741f7-292f-4942-bc7a-c2473d29d310,13,"sodayı istemiyorum, çıkaralım.",Tabii. Sodayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
421,valid,add_more_quantity,dlg-0b7f79b9-753c-45b3-a46b-7f0170b0b3db,7,2 ayran daha.,Tabii. 2 adet ayran daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
422,valid,side_drink_extra_request,dlg-1cc3da6d-80d2-4258-9ef0-772850463c07,5,Tatlı olarak baklava alabilir miyim?,baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
423,valid,clear_order_item,dlg-27908c06-09e8-4710-9555-3e286312aff3,3,İki makarna alabilir miyim?,2 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
424,valid,add_more_quantity,dlg-14edb1c2-e057-467e-86bb-f3312fcc924f,5,2 patates kızartması daha.,2 adet patates kızartması daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
425,valid,order_clarification,dlg-e67cbb51-2e6a-479d-896f-e34db7f729dd,11,Ana yemek olarak ne önerirsiniz?,Ana yemek tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
426,valid,side_drink_extra_request,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,12,Yemeğin yanına 1 soda alabilir miyim?,1 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
427,valid,order_clarification,dlg-07a5eb77-8852-41f7-a885-bf6c2c9404d1,9,Yanına bir şey ekleyelim.,Ne eklemek istediğinizi belirtir misiniz? Güncel yan ürün seçenekleri için menüye bakabiliriz.
428,valid,side_drink_extra_request,dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477,8,Yemeğin yanına 2 su alabilir miyim?,2 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
429,valid,order_clarification,dlg-486e9b52-5da0-4a6d-b7b5-acbcaf3e8da5,6,Hafif bir seçenek alabilir miyim?,Hafif seçenekler için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
430,valid,add_more_quantity,dlg-1e84b109-2218-472e-877f-8ae112a08dd2,4,3 pilav daha.,3 adet pilav daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
431,valid,confirm_or_close_order,dlg-0f54528d-a535-44c8-bd7f-1c04bfdf7fe6,13,Sipariş burada bitsin.,Tamam. Başka bir isteğiniz olmadığını anladım.
432,valid,clear_order_item,dlg-2a29ee2f-6686-4899-8198-9c8aec91f56f,7,İki patates kızartması alabilir miyim?,2 adet patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
433,valid,polite_thanks_closing,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,16,"Teşekkür ederim, bu kadar.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
434,valid,clear_order_item,dlg-186befcd-d177-42f0-958e-c51f3a0b87d5,3,4 çay istiyorum.,4 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
435,valid,add_more_quantity,dlg-336a7739-cfb2-4214-8530-9f3e268ad0e8,9,Bir çay daha alabilir miyim?,1 adet çay daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
436,valid,add_more_quantity,dlg-25e5b89b-d234-4513-9c40-1d3a142f4084,5,4 ayran daha.,Tabii. 4 adet ayran daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
437,valid,order_clarification,dlg-9d57fac8-d59c-4d7a-bbc9-1f0e877711e8,8,Sıcak içecek için seçenek söyler misiniz?,Sıcak içecek seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
438,valid,order_clarification,dlg-d728d947-0090-4e0d-80dc-21e355a196a2,4,Yanına sos olsun.,Hangi sos istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
439,valid,clear_order_item,dlg-072b3156-9fab-408c-b5da-0c22c2721724,9,1 kebap istiyorum.,1 adet kebap istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
440,valid,polite_thanks_closing,dlg-0432d350-ff4f-4fd8-82c3-4a50c88b0888,14,"Sağ olun, başka sipariş vermeyeceğim.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
441,valid,add_more_quantity,dlg-110874f6-515b-4f86-bd46-74cbc377ea10,4,2 makarna daha.,2 adet makarna daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
442,valid,confirm_or_close_order,dlg-01839744-e367-4b7d-b8c4-42a40974c310,3,"Tamamdır, sipariş onay.",Tamam. Siparişi onaylamak istediğinizi anladım.
443,valid,add_more_quantity,dlg-309c1bef-6a64-4206-b621-1a94a5679f18,6,4 patates kızartması daha.,4 adet patates kızartması daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
444,valid,add_more_quantity,dlg-2460eea6-d042-4483-8349-29310bd4b89e,8,3 baklava daha.,3 adet baklava daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
445,valid,order_clarification,dlg-9d57fac8-d59c-4d7a-bbc9-1f0e877711e8,8,Yanına tatlı olsun.,Hangi tatlı istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
446,valid,clear_order_item,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,2,2 makarna istiyorum.,2 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
447,valid,confirm_or_close_order,dlg-10be1bdd-6b4f-4b0f-94f3-10ec3a3b6f89,8,Şimdilik sipariş bu.,Tamam. Başka bir isteğiniz olmadığını anladım.
448,valid,clear_order_item,dlg-1693e916-e6f9-4956-80da-b5ebc257dc03,3,3 köfte istiyorum.,3 adet köfte istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
449,valid,side_drink_extra_request,dlg-06800509-feaf-4411-a260-9a358abe5f32,6,Bir de 1 çay olsun.,1 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
450,test,side_drink_extra_request,dlg-1860e83e-b218-47a8-9c21-b7e0307e8628,4,Pilav yanında olsun.,pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
451,test,remove_or_change_order,dlg-2460eea6-d042-4483-8349-29310bd4b89e,6,"ayranı istemiyorum, çıkaralım.",Tabii. Ayranı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
452,test,order_clarification,dlg-e67cbb51-2e6a-479d-896f-e34db7f729dd,11,Yan ürün alabilir miyim?,Hangi yan ürün istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
453,test,order_clarification,dlg-ab715c02-b477-4a26-891a-a1abfe638087,13,Bir sos istiyorum.,Hangi sos istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
454,test,clear_order_item,dlg-1dafe01a-bfa8-4d97-bfdc-c25071794e79,5,4 baklava istiyorum.,4 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
455,test,order_clarification,dlg-e67cbb51-2e6a-479d-896f-e34db7f729dd,9,Salata olarak ne önerirsiniz?,Salata tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
456,test,remove_or_change_order,dlg-221b9935-0321-406a-9376-95297bbf9625,8,baklavayı siparişten çıkarabilir misiniz?,Tabii. Baklavayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
457,test,clear_order_item,dlg-2bd6c73d-f75f-4a59-8596-398e9b0859e9,3,Üç limonata alabilir miyim?,Tabii. 3 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
458,test,add_more_quantity,dlg-2d8e64ca-b9bd-4ffd-91ff-a85e36cfef0e,6,4 salata daha.,4 adet salata daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
459,test,remove_or_change_order,dlg-348be5f2-7dc1-4f94-916f-338e3e559c76,4,Lütfen ezogelin çorbasını iptal edelim.,Tabii. Ezogelin çorbasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
460,test,confirm_or_close_order,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,13,"Evet, bu siparişi onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
461,test,add_more_quantity,dlg-20e2a71d-9422-4acf-8913-c822f630f95a,6,3 tavuk şiş daha.,3 adet tavuk şiş daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
462,test,confirm_or_close_order,dlg-0b6045c5-c1e7-47d5-999f-3829b454f884,2,Başka ürün eklemeyelim.,Tamam. Başka bir isteğiniz olmadığını anladım.
463,test,polite_thanks_closing,dlg-01839744-e367-4b7d-b8c4-42a40974c310,11,"Sağ olun, bu kadar yeter.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
464,test,order_clarification,dlg-967c0f62-38c3-4357-bd1e-a56011a60e1c,13,Siparişe bir hafif bir seçenek eklemek istiyorum.,Hafif seçenekler için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
465,test,polite_thanks_closing,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,5,"Teşekkür ederim, başka talebim yok.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
466,test,order_clarification,dlg-07a5eb77-8852-41f7-a885-bf6c2c9404d1,9,Ana yemek alabilir miyim?,Hangi ana yemek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
467,test,add_more_quantity,dlg-292bfcb3-7401-4510-bed8-04c8e54364f1,8,4 çay daha.,4 adet çay daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
468,test,polite_thanks_closing,dlg-0132dd67-ad75-4d59-83de-5cdadf9cd830,9,"Çok teşekkürler, başka istemiyorum.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
469,test,side_drink_extra_request,dlg-09cccabc-a782-4d4a-b85a-220bad47cca9,5,Bir de 2 limonata olsun.,Tabii. 2 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
470,test,clear_order_item,dlg-0999a44a-d59d-4644-a297-b8196a1b2e65,3,2 kahve istiyorum.,2 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
471,test,add_more_quantity,dlg-082d002c-82b7-4aa7-82fe-e19394fc7ea3,3,1 makarna daha.,1 adet makarna daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
472,test,clear_order_item,dlg-174bde2f-052d-4b9a-8913-39bbc546dd65,7,3 sütlaç istiyorum.,Tabii. 3 adet sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
473,test,side_drink_extra_request,dlg-0f9a67ed-b4ea-4f70-beb8-cce6169d879b,5,Bir de 3 ayran olsun.,Tabii. 3 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
474,test,confirm_or_close_order,dlg-01765acc-b2cf-46b9-8961-7f259645b414,6,"Sipariş doğru, onaylayalım.",Tamam. Siparişi onaylamak istediğinizi anladım.
475,test,add_more_quantity,dlg-32895101-8097-431a-8d22-34b3ea6a1465,4,4 sütlaç daha.,Tabii. 4 adet sütlaç daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
476,test,remove_or_change_order,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,7,çayı çıkarır mısın?,Tabii. Çayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
477,test,add_more_quantity,dlg-2c1edeb0-903c-4c7c-9ff0-a0cbd9b6ca65,8,4 ezogelin çorbası daha.,4 adet ezogelin çorbası daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
478,test,order_clarification,dlg-bf5457d1-a86a-4bcd-817d-1aa3eda8b7dc,6,Yan ürün olarak ne önerirsiniz?,Yan ürün tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
479,test,side_drink_extra_request,dlg-0f3cb363-5f4f-4d15-b7de-b526ec34e526,4,Yemeğin yanına 3 ayran alabilir miyim?,Tabii. 3 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
480,test,confirm_or_close_order,dlg-10dd22f0-9c9f-4c32-868f-79ffd1a66830,7,"Tamam, kapatalım.",Tamam. Başka bir isteğiniz olmadığını anladım.
481,test,confirm_or_close_order,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,8,Siparişi onaylıyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
482,test,clear_order_item,dlg-27908c06-09e8-4710-9555-3e286312aff3,2,İki pilav alabilir miyim?,2 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
483,test,order_clarification,dlg-3273d2fd-49f3-4c76-84be-0a02cb3f3b5b,9,Bir çorba olsun.,Hangi çorbayı istediğinizi söyleyebilir misiniz? Güncel menüye bakmak en doğrusu olur.
484,test,polite_thanks_closing,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,17,"Teşekkür ederim, son olarak bu kadar.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
485,test,add_more_quantity,dlg-1844d373-b934-45fa-b512-d8bdaaa68d7d,3,2 künefe daha.,2 adet künefe daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
486,test,order_clarification,dlg-6c3a2265-87b7-454e-aa00-c823bcdc0cd0,8,Tatlı için seçenek söyler misiniz?,Tatlı seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
487,test,clear_order_item,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,13,1 makarna istiyorum.,1 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
488,test,clear_order_item,dlg-1fc6ac23-1e3a-427d-b520-adadcf92c6e7,7,Bir soda alabilir miyim?,1 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
489,test,order_clarification,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,5,Soğuk içecek olarak ne önerirsiniz?,Soğuk içecek tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
490,test,confirm_or_close_order,dlg-0e52d554-3d0c-4d75-b433-4e75501abbc7,9,Başka sipariş vermeyeceğim.,Tamam. Başka bir isteğiniz olmadığını anladım.
491,test,polite_thanks_closing,dlg-0460c70c-34cb-43c5-affb-952f7365be73,10,"Teşekkürler, liste bu kadar.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
492,test,order_clarification,dlg-70817963-d0e6-428f-8f8f-df90c296ff85,5,Yan ürün için seçenek söyler misiniz?,Yan ürün seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
493,test,order_clarification,dlg-bf5457d1-a86a-4bcd-817d-1aa3eda8b7dc,6,Bir hafif bir seçenek istiyorum.,Hafif seçenekler için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
494,test,add_more_quantity,dlg-329820ec-f25c-4ee3-b1b2-73a908447c51,3,4 künefe daha.,4 adet künefe daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
495,test,polite_thanks_closing,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,11,"Sağ olun, sipariş bu.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
496,test,add_more_quantity,dlg-1ae1917c-7c88-4207-9f79-93e7da8f6cd3,10,3 çay daha.,3 adet çay daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
497,test,confirm_or_close_order,dlg-06af4900-e9c9-4526-9621-7f4c102cf662,9,"Siparişim net, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
498,test,confirm_or_close_order,dlg-110874f6-515b-4f86-bd46-74cbc377ea10,6,Liste bu kadar.,Tamam. Başka bir isteğiniz olmadığını anladım.
499,test,order_clarification,dlg-32bb9aaa-fbb0-4097-9f40-3d369e7c4d7b,3,Bir ana yemek alacağım.,Hangi ana yemeği istediğinizi belirtir misiniz? Güncel menüden birlikte netleştirebiliriz.
